Time,Curr_temp,Set_temp
3548,35.11,35.0
3549,35.12,35.0
3550,35.12,35.0
3551,35.12,35.0
3552,35.12,35.0
3553,35.12,35.0
3554,35.11,35.0
3555,35.12,35.0
3556,35.12,35.0
3557,35.12,35.0
3558,35.12,35.0
3559,35.12,35.0
3560,35.12,35.0
3561,35.12,35.0
3562,35.11,35.0
3563,35.12,35.0
3564,35.11,35.0
3565,35.11,35.0
3566,35.11,35.0
3567,35.11,35.0
3568,35.12,35.0
3569,35.12,35.0
3570,35.11,35.0
3571,35.11,35.0
3572,35.12,35.0
3573,35.11,35.0
3574,35.12,35.0
3575,35.12,35.0
3576,35.12,35.0
3577,35.11,35.0
3578,35.11,35.0
3579,35.12,35.0
3580,35.11,35.0
3581,35.12,35.0
3582,35.11,35.0
3583,35.12,35.0
3584,35.12,35.0
3585,35.12,35.0
3586,35.12,35.0
3587,35.12,35.0
3588,35.11,35.0
3589,35.11,35.0
3590,35.11,35.0
3591,35.12,35.0
3592,35.12,35.0
3593,35.11,35.0
3594,35.12,35.0
3595,35.11,35.0
3596,35.11,35.0
3597,35.12,35.0
3598,35.12,35.0
3599,35.12,35.0
3600,35.12,35.0
3601,35.12,35.0
3602,35.12,35.0
3603,35.11,35.0
3604,35.11,35.0
3605,35.12,35.0
3606,35.12,35.0
3607,35.13,35.0
3608,35.12,35.0
3609,35.12,35.0
3610,35.13,35.0
3611,35.11,35.0
3612,35.12,35.0
3613,35.12,35.0
3614,35.12,35.0
3615,35.12,35.0
3616,35.12,35.0
3617,35.12,35.0
3618,35.12,35.0
3619,35.12,35.0
3620,35.12,35.0
3621,35.12,35.0
3622,35.13,35.0
3623,35.11,35.0
3624,35.12,35.0
3625,35.12,35.0
3626,35.12,35.0
3627,35.12,35.0
3628,35.12,35.0
3629,35.11,35.0
3630,35.12,35.0
3631,35.12,35.0
3632,35.13,35.0
3633,35.11,35.0
3634,35.12,35.0
3635,35.12,35.0
3636,35.12,35.0
3637,35.12,35.0
3638,35.13,35.0
3639,35.12,35.0
3640,35.13,35.0
3641,35.13,35.0
3642,35.13,35.0
3643,35.12,35.0
3644,35.12,35.0
3645,35.12,35.0
3646,35.13,35.0
3647,35.13,35.0
3648,35.12,35.0
3649,35.13,35.0
3650,35.12,35.0
3651,35.13,35.0
3652,35.13,35.0
3653,35.12,35.0
3654,35.12,35.0
3655,35.13,35.0
3656,35.12,35.0
3657,35.12,35.0
3658,35.11,35.0
3659,35.12,35.0
3660,35.11,35.0
3661,35.12,35.0
3662,35.12,35.0
3663,35.11,35.0
3664,35.12,35.0
3665,35.11,35.0
3666,35.11,35.0
3667,35.12,35.0
3668,35.1,35.0
3669,35.11,35.0
3670,35.11,35.0
3671,35.11,35.0
3672,35.1,35.0
3673,35.11,35.0
3674,35.11,35.0
3675,35.11,35.0
3676,35.12,35.0
3677,35.11,35.0
3678,35.12,35.0
3679,35.11,35.0
3680,35.11,35.0
3681,35.11,35.0
3682,35.11,35.0
3683,35.1,35.0
3684,35.1,35.0
3685,35.1,35.0
3686,35.1,35.0
3687,35.1,35.0
3688,35.1,35.0
3689,35.1,35.0
3690,35.1,35.0
3691,35.09,35.0
3692,35.1,35.0
3693,35.1,35.0
3694,35.1,35.0
3695,35.1,35.0
3696,35.1,35.0
3697,35.1,35.0
3698,35.11,35.0
3699,35.1,35.0
3700,35.1,35.0
3701,35.1,35.0
3702,35.11,35.0
3703,35.1,35.0
3704,35.11,35.0
3705,35.1,35.0
3706,35.11,35.0
3707,35.12,35.0
3708,35.11,35.0
3709,35.11,35.0
3710,35.11,35.0
3711,35.11,35.0
3712,35.11,35.0
3713,35.11,35.0
3714,35.11,35.0
3715,35.11,35.0
3716,35.11,35.0
3717,35.12,35.0
3718,35.1,35.0
3719,35.11,35.0
3720,35.11,35.0
3721,35.11,35.0
3722,35.12,35.0
3723,35.11,35.0
3724,35.11,35.0
3725,35.11,35.0
3726,35.11,35.0
3727,35.12,35.0
3728,35.11,35.0
3729,35.12,35.0
3730,35.12,35.0
3731,35.12,35.0
3732,35.11,35.0
3733,35.11,35.0
3734,35.12,35.0
3735,35.11,35.0
3736,35.11,35.0
3737,35.12,35.0
3738,35.1,35.0
3739,35.11,35.0
3740,35.1,35.0
3741,35.1,35.0
3742,35.1,35.0
3743,35.1,35.0
3744,35.09,35.0
3745,35.11,35.0
3746,35.1,35.0
3747,35.09,35.0
3748,35.1,35.0
3749,35.1,35.0
3750,35.09,35.0
3751,35.08,35.0
3752,35.09,35.0
3753,35.09,35.0
3754,35.09,35.0
3755,35.09,35.0
3756,35.09,35.0
3757,35.08,35.0
3758,35.09,35.0
3759,35.08,35.0
3760,35.09,35.0
3761,35.08,35.0
3762,35.08,35.0
3763,35.07,35.0
3764,35.09,35.0
3765,35.08,35.0
3766,35.08,35.0
3767,35.07,35.0
3768,35.07,35.0
3769,35.07,35.0
3770,35.07,35.0
3771,35.07,35.0
3772,35.06,35.0
3773,35.07,35.0
3774,35.07,35.0
3775,35.06,35.0
3776,35.06,35.0
3777,35.06,35.0
3778,35.05,35.0
3779,35.05,35.0
3780,35.06,35.0
3781,35.05,35.0
3782,35.05,35.0
3783,35.05,35.0
3784,35.06,35.0
3785,35.06,35.0
3786,35.05,35.0
3787,35.06,35.0
3788,35.06,35.0
3789,35.05,35.0
3790,35.05,35.0
3791,35.06,35.0
3792,35.05,35.0
3793,35.06,35.0
3794,35.06,35.0
3795,35.05,35.0
3796,35.05,35.0
3797,35.07,35.0
3798,35.06,35.0
3799,35.05,35.0
3800,35.06,35.0
3801,35.06,35.0
3802,35.06,35.0
3803,35.06,35.0
3804,35.07,35.0
3805,35.06,35.0
3806,35.07,35.0
3807,35.06,35.0
3808,35.06,35.0
3809,35.06,35.0
3810,35.06,35.0
3811,35.06,35.0
3812,35.05,35.0
3813,35.06,35.0
3814,35.05,35.0
3815,35.05,35.0
3816,35.05,35.0
3817,35.05,35.0
3818,35.06,35.0
3819,35.06,35.0
3820,35.05,35.0
3821,35.05,35.0
3822,35.06,35.0
3823,35.05,35.0
3824,35.06,35.0
3825,35.05,35.0
3826,35.06,35.0
3827,35.05,35.0
3828,35.06,35.0
3829,35.06,35.0
3830,35.05,35.0
3831,35.06,35.0
3832,35.05,35.0
3833,35.05,35.0
3834,35.06,35.0
3835,35.06,35.0
3836,35.06,35.0
3837,35.06,35.0
3838,35.07,35.0
3839,35.07,35.0
3840,35.06,35.0
3841,35.05,35.0
3842,35.06,35.0
3843,35.06,35.0
3844,35.05,35.0
3845,35.05,35.0
3846,35.05,35.0
3847,35.05,35.0
3848,35.05,35.0
3849,35.06,35.0
3850,35.05,35.0
3851,35.06,35.0
3852,35.05,35.0
3853,35.06,35.0
3854,35.06,35.0
3855,35.05,35.0
3856,35.05,35.0
3857,35.05,35.0
3858,35.06,35.0
3859,35.06,35.0
3860,35.06,35.0
3861,35.06,35.0
3862,35.06,35.0
3863,35.06,35.0
3864,35.07,35.0
3865,35.06,35.0
3866,35.06,35.0
3867,35.06,35.0
3868,35.07,35.0
3869,35.06,35.0
3870,35.07,35.0
3871,35.07,35.0
3872,35.07,35.0
3873,35.06,35.0
3874,35.06,35.0
3875,35.06,35.0
3876,35.06,35.0
3877,35.06,35.0
3878,35.07,35.0
3879,35.06,35.0
3880,35.07,35.0
3881,35.07,35.0
3882,35.07,35.0
3883,35.07,35.0
3884,35.07,35.0
3885,35.06,35.0
3886,35.07,35.0
3887,35.08,35.0
3888,35.06,35.0
3889,35.07,35.0
3890,35.07,35.0
3891,35.07,35.0
3892,35.06,35.0
3893,35.06,35.0
3894,35.06,35.0
3895,35.06,35.0
3896,35.06,35.0
3897,35.06,35.0
3898,35.06,35.0
3899,35.06,35.0
3900,35.05,35.0
3901,35.06,35.0
3902,35.06,35.0
3903,35.06,35.0
3904,35.06,35.0
3905,35.06,35.0
3906,35.05,35.0
3907,35.06,35.0
3908,35.06,35.0
3909,35.06,35.0
3910,35.06,35.0
3911,35.05,35.0
3912,35.05,35.0
3913,35.06,35.0
3914,35.05,35.0
3915,35.05,35.0
3916,35.05,35.0
3917,35.06,35.0
3918,35.05,35.0
3919,35.04,35.0
3920,35.05,35.0
3921,35.05,35.0
3922,35.05,35.0
3923,35.04,35.0
3924,35.05,35.0
3925,35.04,35.0
3926,35.04,35.0
3927,35.04,35.0
3928,35.04,35.0
3929,35.04,35.0
3930,35.05,35.0
3931,35.04,35.0
3932,35.04,35.0
3933,35.05,35.0
3934,35.05,35.0
3935,35.04,35.0
3936,35.05,35.0
3937,35.05,35.0
3938,35.05,35.0
3939,35.05,35.0
3940,35.05,35.0
3941,35.05,35.0
3942,35.06,35.0
3943,35.05,35.0
3944,35.05,35.0
3945,35.06,35.0
3946,35.06,35.0
3947,35.05,35.0
3948,35.04,35.0
3949,35.05,35.0
3950,35.05,35.0
3951,35.05,35.0
3952,35.06,35.0
3953,35.05,35.0
3954,35.06,35.0
3955,35.05,35.0
3956,35.05,35.0
3957,35.06,35.0
3958,35.05,35.0
3959,35.05,35.0
3960,35.04,35.0
3961,35.05,35.0
3962,35.05,35.0
3963,35.05,35.0
3964,35.05,35.0
3965,35.04,35.0
3966,35.02,35.0
3967,35.0,35.0
3968,35.0,35.0
3969,35.01,35.0
3970,35.01,35.0
3971,35.0,35.0
3972,35.0,35.0
3973,35.0,35.0
3974,35.0,35.0
3975,35.01,35.0
3976,35.0,35.0
3977,35.01,35.0
3978,35.01,35.0
3979,35.0,35.0
3980,35.01,35.0
3981,35.02,35.0
3982,35.01,35.0
3983,35.01,35.0
3984,35.02,35.0
3985,35.02,35.0
3986,35.01,35.0
3987,35.0,35.0
3988,35.01,35.0
3989,35.02,35.0
3990,35.02,35.0
3991,35.0,35.0
3992,35.0,35.0
3993,34.99,35.0
3994,35.0,35.0
3995,34.99,35.0
3996,34.99,35.0
3997,34.99,35.0
3998,35.0,35.0
3999,34.99,35.0
4000,34.99,35.0
4001,34.99,35.0
4002,35.0,35.0
4003,35.0,35.0
4004,35.0,35.0
4005,35.01,35.0
4006,35.0,35.0
4007,35.01,35.0
4008,35.02,35.0
4009,35.01,35.0
4010,35.0,35.0
4011,35.02,35.0
4012,34.99,35.0
4013,35.0,35.0
4014,35.0,35.0
4015,35.0,35.0
4016,34.99,35.0
4017,34.99,35.0
4018,34.98,35.0
4019,35.0,35.0
4020,34.99,35.0
4021,35.0,35.0
4022,34.99,35.0
4023,34.99,35.0
4024,34.99,35.0
4025,34.99,35.0
4026,34.98,35.0
4027,34.99,35.0
4028,34.99,35.0
4029,34.99,35.0
4030,35.0,35.0
4031,34.99,35.0
4032,34.99,35.0
4033,34.99,35.0
4034,34.98,35.0
4035,34.99,35.0
4036,34.99,35.0
4037,34.98,35.0
4038,34.99,35.0
4039,34.99,35.0
4040,34.99,35.0
4041,34.99,35.0
4042,34.97,35.0
4043,34.98,35.0
4044,34.98,35.0
4045,34.99,35.0
4046,34.98,35.0
4047,34.99,35.0
4048,34.99,35.0
4049,34.98,35.0
4050,34.99,35.0
4051,34.99,35.0
4052,34.99,35.0
4053,34.99,35.0
4054,34.99,35.0
4055,34.99,35.0
4056,35.0,35.0
4057,35.0,35.0
4058,34.99,35.0
4059,34.99,35.0
4060,35.0,35.0
4061,35.0,35.0
4062,35.0,35.0
4063,35.01,35.0
4064,35.01,35.0
4065,35.01,35.0
4066,35.02,35.0
4067,35.01,35.0
4068,35.0,35.0
4069,35.02,35.0
4070,35.0,35.0
4071,35.01,35.0
4072,34.99,35.0
4073,34.99,35.0
4074,35.0,35.0
4075,35.0,35.0
4076,35.0,35.0
4077,34.99,35.0
4078,34.99,35.0
4079,34.99,35.0
4080,34.99,35.0
4081,34.99,35.0
4082,34.99,35.0
4083,34.99,35.0
4084,34.99,35.0
4085,34.98,35.0
4086,34.99,35.0
4087,34.99,35.0
4088,34.99,35.0
4089,35.0,35.0
4090,34.99,35.0
4091,34.99,35.0
4092,35.0,35.0
4093,35.0,35.0
4094,35.0,35.0
4095,35.0,35.0
4096,35.02,35.0
4097,35.0,35.0
4098,35.01,35.0
4099,35.01,35.0
4100,35.01,35.0
4101,35.01,35.0
4102,35.01,35.0
4103,35.03,35.0
4104,35.02,35.0
4105,35.01,35.0
4106,35.01,35.0
4107,35.01,35.0
4108,35.02,35.0
4109,35.0,35.0
4110,35.0,35.0
4111,35.02,35.0
4112,35.01,35.0
4113,35.0,35.0
4114,35.01,35.0
4115,35.01,35.0
4116,35.01,35.0
4117,35.01,35.0
4118,35.0,35.0
4119,35.02,35.0
4120,35.01,35.0
4121,35.02,35.0
4122,35.02,35.0
4123,35.01,35.0
4124,35.02,35.0
4125,35.02,35.0
4126,35.03,35.0
4127,35.02,35.0
4128,35.02,35.0
4129,35.02,35.0
4130,35.02,35.0
4131,35.02,35.0
4132,35.02,35.0
4133,35.03,35.0
4134,35.02,35.0
4135,35.03,35.0
4136,35.02,35.0
4137,35.03,35.0
4138,35.03,35.0
4139,35.03,35.0
4140,35.04,35.0
4141,35.03,35.0
4142,35.04,35.0
4143,35.04,35.0
4144,35.04,35.0
4145,35.05,35.0
4146,35.04,35.0
4147,35.04,35.0
4148,35.06,35.0
4149,35.04,35.0
4150,35.05,35.0
4151,35.05,35.0
4152,35.05,35.0
4153,35.04,35.0
4154,35.04,35.0
4155,35.04,35.0
4156,35.05,35.0
4157,35.04,35.0
4158,35.05,35.0
4159,35.05,35.0
4160,35.05,35.0
4161,35.04,35.0
4162,35.04,35.0
4163,35.04,35.0
4164,35.04,35.0
4165,35.04,35.0
4166,35.03,35.0
4167,35.04,35.0
4168,35.04,35.0
4169,35.04,35.0
4170,35.04,35.0
4171,35.03,35.0
4172,35.03,35.0
4173,35.04,35.0
4174,35.04,35.0
4175,35.04,35.0
4176,35.03,35.0
4177,35.04,35.0
4178,35.04,35.0
4179,35.02,35.0
4180,35.04,35.0
4181,35.04,35.0
4182,35.04,35.0
4183,35.03,35.0
4184,35.04,35.0
4185,35.04,35.0
4186,35.04,35.0
4187,35.04,35.0
4188,35.05,35.0
4189,35.04,35.0
4190,35.04,35.0
4191,35.05,35.0
4192,35.05,35.0
4193,35.04,35.0
4194,35.06,35.0
4195,35.05,35.0
4196,35.05,35.0
4197,35.04,35.0
4198,35.04,35.0
4199,35.04,35.0
4200,35.05,35.0
4201,35.05,35.0
4202,35.04,35.0
4203,35.04,35.0
4204,35.05,35.0
4205,35.05,35.0
4206,35.05,35.0
4207,35.05,35.0
4208,35.05,35.0
4209,35.05,35.0
4210,35.06,35.0
4211,35.05,35.0
4212,35.05,35.0
4213,35.05,35.0
4214,35.06,35.0
4215,35.06,35.0
4216,35.05,35.0
4217,35.05,35.0
4218,35.05,35.0
4219,35.06,35.0
4220,35.06,35.0
4221,35.06,35.0
4222,35.06,35.0
4223,35.06,35.0
4224,35.06,35.0
4225,35.05,35.0
4226,35.06,35.0
4227,35.05,35.0
4228,35.06,35.0
4229,35.07,35.0
4230,35.07,35.0
4231,35.07,35.0
4232,35.07,35.0
4233,35.07,35.0
4234,35.06,35.0
4235,35.07,35.0
4236,35.06,35.0
4237,35.06,35.0
4238,35.06,35.0
4239,35.07,35.0
4240,35.07,35.0
4241,35.07,35.0
4242,35.07,35.0
4243,35.07,35.0
4244,35.07,35.0
4245,35.07,35.0
4246,35.07,35.0
4247,35.07,35.0
4248,35.06,35.0
4249,35.07,35.0
4250,35.07,35.0
4251,35.07,35.0
4252,35.07,35.0
4253,35.07,35.0
4254,35.07,35.0
4255,35.07,35.0
4256,35.07,35.0
4257,35.07,35.0
4258,35.07,35.0
4259,35.07,35.0
4260,35.07,35.0
4261,35.07,35.0
4262,35.07,35.0
4263,35.07,35.0
4264,35.07,35.0
4265,35.07,35.0
4266,35.08,35.0
4267,35.07,35.0
4268,35.07,35.0
4269,35.08,35.0
4270,35.07,35.0
4271,35.07,35.0
4272,35.07,35.0
4273,35.07,35.0
4274,35.07,35.0
4275,35.06,35.0
4276,35.06,35.0
4277,35.06,35.0
4278,35.06,35.0
4279,35.07,35.0
4280,35.06,35.0
4281,35.07,35.0
4282,35.07,35.0
4283,35.07,35.0
4284,35.07,35.0
4285,35.06,35.0
4286,35.06,35.0
4287,35.07,35.0
4288,35.06,35.0
4289,35.07,35.0
4290,35.06,35.0
4291,35.06,35.0
4292,35.06,35.0
4293,35.06,35.0
4294,35.07,35.0
4295,35.06,35.0
4296,35.06,35.0
4297,35.06,35.0
4298,35.06,35.0
4299,35.06,35.0
4300,35.06,35.0
4301,35.06,35.0
4302,35.06,35.0
4303,35.06,35.0
4304,35.06,35.0
4305,35.06,35.0
4306,35.06,35.0
4307,35.06,35.0
4308,35.06,35.0
4309,35.06,35.0
4310,35.05,35.0
4311,35.05,35.0
4312,35.06,35.0
4313,35.06,35.0
4314,35.06,35.0
4315,35.05,35.0
4316,35.05,35.0
4317,35.06,35.0
4318,35.05,35.0
4319,35.05,35.0
4320,35.05,35.0
4321,35.05,35.0
4322,35.04,35.0
4323,35.04,35.0
4324,35.04,35.0
4325,35.05,35.0
4326,35.05,35.0
4327,35.04,35.0
4328,35.05,35.0
4329,35.04,35.0
4330,35.03,35.0
4331,35.04,35.0
4332,35.04,35.0
4333,35.04,35.0
4334,35.03,35.0
4335,35.03,35.0
4336,35.03,35.0
4337,35.02,35.0
4338,35.02,35.0
4339,35.03,35.0
4340,35.03,35.0
4341,35.03,35.0
4342,35.03,35.0
4343,35.02,35.0
4344,35.02,35.0
4345,35.02,35.0
4346,35.01,35.0
4347,35.02,35.0
4348,35.02,35.0
4349,35.02,35.0
4350,35.02,35.0
4351,35.02,35.0
4352,35.02,35.0
4353,35.02,35.0
4354,35.0,35.0
4355,35.02,35.0
4356,35.0,35.0
4357,35.0,35.0
4358,35.0,35.0
4359,35.01,35.0
4360,35.01,35.0
4361,34.99,35.0
4362,34.99,35.0
4363,35.0,35.0
4364,34.99,35.0
4365,35.0,35.0
4366,35.0,35.0
4367,35.0,35.0
4368,35.01,35.0
4369,35.0,35.0
4370,35.0,35.0
4371,35.0,35.0
4372,35.02,35.0
4373,35.01,35.0
4374,35.0,35.0
4375,35.02,35.0
4376,35.0,35.0
4377,35.02,35.0
4378,35.0,35.0
4379,35.0,35.0
4380,35.02,35.0
4381,35.02,35.0
4382,35.01,35.0
4383,35.02,35.0
4384,35.0,35.0
4385,35.03,35.0
4386,35.02,35.0
4387,35.01,35.0
4388,35.03,35.0
4389,35.02,35.0
4390,35.01,35.0
4391,35.02,35.0
4392,35.01,35.0
4393,35.02,35.0
4394,35.02,35.0
4395,35.01,35.0
4396,35.0,35.0
4397,35.0,35.0
4398,35.0,35.0
4399,35.01,35.0
4400,35.01,35.0
4401,35.02,35.0
4402,35.0,35.0
4403,35.01,35.0
4404,35.0,35.0
4405,35.0,35.0
4406,35.01,35.0
4407,34.99,35.0
4408,35.0,35.0
4409,35.0,35.0
4410,35.0,35.0
4411,35.0,35.0
4412,35.0,35.0
4413,35.0,35.0
4414,35.0,35.0
4415,34.99,35.0
